,Hour,Point,Energy
187,7,5.150151252746582,310.0
188,8,5.189998626708984,220.0
189,9,5.225704193115234,140.0
190,0,5.020183563232422,95.0
191,1,5.4891037940979,120.0
192,2,5.0383453369140625,200.0
193,3,4.90258264541626,210.0
194,4,4.205039978027344,180.0
195,5,3.6013193130493164,250.0
196,6,2.2348732948303223,365.0
197,7,4.181087970733643,310.0
198,8,4.665543556213379,220.0
199,9,4.523140907287598,140.0
200,0,5.08725643157959,95.0
201,1,5.763238430023193,120.0
202,2,4.717573642730713,200.0
203,3,5.109256267547607,210.0
204,4,2.8402206897735596,180.0
205,5,3.0302982330322266,250.0
206,6,3.057312488555908,365.0
207,7,2.622924327850342,310.0
208,8,2.972165822982788,220.0
209,9,2.924429416656494,140.0
210,0,2.7302005290985107,95.0
211,1,2.987732410430908,120.0
212,2,2.868851661682129,200.0
213,3,2.2544074058532715,210.0
214,4,2.022510051727295,180.0
215,5,2.279515027999878,250.0
216,6,2.359745979309082,365.0
217,7,2.3668324947357178,310.0
218,8,2.3422718048095703,220.0
219,9,2.455349922180176,140.0
220,0,2.2658584117889404,95.0
221,1,2.2982606887817383,120.0
222,2,2.3945159912109375,200.0
223,3,2.2103261947631836,210.0
224,4,2.0702626705169678,180.0
225,5,2.3088836669921875,250.0
226,6,2.233722686767578,365.0
227,7,2.292930841445923,310.0
228,8,2.3320822715759277,220.0
229,9,2.184905529022217,140.0
230,0,2.2395195960998535,95.0
231,1,2.3633992671966553,120.0
232,2,2.362861156463623,200.0
233,3,2.7269041538238525,210.0
234,4,2.6456246376037598,180.0
235,5,3.1841235160827637,250.0
236,6,2.5021650791168213,365.0
237,7,3.449863910675049,310.0
238,8,2.728637933731079,220.0
239,9,2.338465690612793,140.0
240,0,2.5648462772369385,95.0
241,1,2.5041284561157227,120.0
242,2,2.4645681381225586,200.0
243,3,2.2692954540252686,210.0
244,4,2.3861641883850098,180.0
245,5,2.9095401763916016,250.0
246,6,3.0679309368133545,365.0
247,7,2.3583059310913086,310.0
248,8,2.946047067642212,220.0
249,9,2.753321886062622,140.0
250,0,3.0432558059692383,95.0
251,1,3.0588788986206055,120.0
252,2,3.067755699157715,200.0
253,3,2.5944550037384033,210.0
254,4,2.5769407749176025,180.0
255,5,2.3479743003845215,250.0
256,6,3.872917652130127,365.0
257,7,3.7221312522888184,310.0
258,8,2.490602731704712,220.0
259,9,3.8703885078430176,140.0
260,0,2.244007110595703,95.0
261,1,2.7305617332458496,120.0
262,2,3.0219943523406982,200.0
263,3,3.2902557849884033,210.0
264,4,2.864029884338379,180.0
265,5,2.6268715858459473,250.0
266,6,2.304178476333618,365.0
267,7,2.7610130310058594,310.0
268,8,2.347517967224121,220.0
269,9,2.383446216583252,140.0
270,0,2.5744800567626953,95.0
271,1,2.1493327617645264,120.0
272,2,2.7343883514404297,200.0
273,3,3.20560359954834,210.0
274,4,3.1577632427215576,180.0
275,5,2.9097185134887695,250.0
276,6,2.8885843753814697,365.0
277,7,2.5570874214172363,310.0
278,8,2.808156967163086,220.0
279,9,2.915762186050415,140.0
280,0,2.9202826023101807,95.0
281,1,2.3284096717834473,120.0
282,2,2.4569268226623535,200.0
283,3,2.943268299102783,210.0
284,4,3.3659937381744385,180.0
285,5,2.8060293197631836,250.0
286,6,2.3282124996185303,365.0
287,7,2.3763821125030518,310.0
288,8,3.214021682739258,220.0
289,9,5.097187519073486,140.0
290,0,5.708569049835205,95.0
291,1,8.210515975952148,120.0
292,2,8.518710136413574,200.0
293,3,8.396081924438477,210.0
294,4,8.251428604125977,180.0
295,5,8.709253311157227,250.0
296,6,5.403324127197266,365.0
297,7,5.681970596313477,310.0
298,8,5.299528121948242,220.0
299,9,5.5238494873046875,140.0
