Timestamp,Point,Day of Week,Out_of_Office,Presurvey,Weekly_Survey,Before_Game_Baseline,In_Game_Baseline,Energy
2019-01-23 10:00:00,10.0,6,0,4.82,2.09,23.574230782051288,34.702264756531285,76.73749143721456
2019-01-23 11:00:00,4.99008846282959,6,0,4.82,2.09,28.29641039743591,134.7497545226337,186.52242571903287
2019-01-23 12:00:00,0.03504371643066406,6,0,4.82,2.09,27.88987164102565,118.04640367373352,203.98052405439083
2019-01-23 13:00:00,9.99954891204834,6,0,4.82,2.09,30.10294885897436,90.2399289378243,159.71700692721254
2019-01-23 14:00:00,10.0,6,0,4.82,2.09,28.945896025641037,206.70109328802883,352.65774579233704
2019-01-23 15:00:00,0.0,6,0,4.82,2.09,30.78487307692308,155.46124515253769,379.9831245598496
2019-01-23 16:00:00,0.0,6,0,4.82,2.09,28.57807692307692,156.02786489162452,267.4173926767069
2019-01-23 17:00:00,9.99978733062744,6,0,4.82,2.09,33.72666666666667,85.30807722269415,56.55759359631932
2019-01-24 08:00:00,0.002625942230224609,4,0,4.82,2.09,8.531474358974357,62.396993273034155,51.60795776369683
2019-01-24 09:00:00,0.0,4,0,4.82,2.09,11.331923076923074,133.08780922198886,121.88042322520852
2019-01-24 10:00:00,10.0,4,0,4.82,2.09,26.189486910256413,104.6122094151342,88.27471884283095
2019-01-24 11:00:00,0.0008754730224609375,4,0,4.82,2.09,29.64820411525641,193.96605347754203,240.808317761127
2019-01-24 12:00:00,0.0,4,0,4.82,2.09,29.592628205128197,106.09196685943569,186.76671153205044
2019-01-24 13:00:00,0.00042057037353515625,4,0,4.82,2.09,30.13596256410257,224.4722423082676,286.70462632494167
2019-01-24 14:00:00,10.0,4,0,4.82,2.09,30.004745256410256,378.3910764085005,367.52864882256506
2019-01-24 15:00:00,0.0,4,0,4.82,2.09,34.311729487307694,362.56351505783545,389.9851154147821
2019-01-24 16:00:00,0.0,4,0,4.82,2.09,31.939422948717947,293.11642332321185,259.1052465408957
2019-01-24 17:00:00,9.999378204345703,4,0,4.82,2.09,30.698589743589743,170.57709891089726,70.0240904474782
2019-01-25 08:00:00,9.859086036682127,0,0,4.82,2.09,7.930641000000001,36.607126393702366,88.62967825890209
2019-01-25 09:00:00,0.0,0,0,4.82,2.09,10.78589743602564,117.95605772947764,185.4546597343037
2019-01-25 10:00:00,10.0,0,0,4.82,2.09,18.938846153846157,86.78175604350879,126.31360551508202
2019-01-25 11:00:00,0.002614974975585937,0,0,4.82,2.09,22.847948717948714,206.24646403668683,339.245142236707
2019-01-25 12:00:00,0.0031833648681640625,0,0,4.82,2.09,26.524358974358968,103.773752285012,286.74767007036337
2019-01-25 13:00:00,1.621246337890625e-05,0,0,4.82,2.09,24.31500001282052,159.79670284984556,419.98868253967316
2019-01-25 14:00:00,10.0,0,0,4.82,2.09,25.474807807692304,338.0211054084089,476.7862717420237
2019-01-25 15:00:00,2.86102294921875e-06,0,0,4.82,2.09,26.893204987179484,255.2957235320215,501.4857131715073
2019-01-25 16:00:00,0.0,0,0,4.82,2.09,26.57064103846153,259.37609844206924,355.990245353673
2019-01-25 17:00:00,10.0,0,0,4.82,2.09,26.405970256410257,133.82958067740842,92.50789614533356
2019-01-26 08:00:00,9.920875549316406,2,0,4.82,2.09,6.560512782179488,60.03247540932949,46.74725452365886
2019-01-26 09:00:00,0.0,2,0,4.82,2.09,6.4612820769230765,145.5873410311001,118.63989918409635
2019-01-26 10:00:00,10.0,2,0,4.82,2.09,6.5220512948717975,114.51681951093626,94.53739979163777
2019-01-26 11:00:00,1.33514404296875e-05,2,0,4.82,2.09,7.012564089743588,190.15929007719242,247.2875134212839
2019-01-26 12:00:00,9.996452331542967,2,0,4.82,2.09,10.323203846153849,126.73580726705944,64.76324873159807
2019-01-26 13:00:00,10.0,2,0,4.82,2.09,8.487565384615385,249.32477817754443,188.27830444711392
2019-01-26 14:00:00,10.0,2,0,4.82,2.09,10.878719089743589,381.024121069746,351.91932094914785
2019-01-26 15:00:00,0.0,2,0,4.82,2.09,10.176409115384617,363.18515399549796,347.70342198707846
2019-01-26 16:00:00,0.0,2,0,4.82,2.09,11.0275641025641,344.01442852428346,274.6348002194716
2019-01-26 17:00:00,10.0,2,0,4.82,2.09,11.056923076923082,137.23803688430772,40.81911964077033
2019-01-27 08:00:00,10.0,3,0,4.82,2.09,6.526794897435898,54.06222261066689,59.77289391448389
2019-01-27 09:00:00,0.0,3,0,4.82,2.09,6.1715384615384625,127.05386601135572,150.88323230396747
2019-01-27 10:00:00,10.0,3,0,4.82,2.09,6.655641012820514,94.37727643630608,122.96495015280378
2019-01-27 11:00:00,0.9638347625732422,3,0,4.82,2.09,6.773974371794873,218.64704269803147,323.4090702978629
2019-01-27 12:00:00,0.0019335746765136719,3,0,4.82,2.09,7.644743602564103,178.60262187478733,287.13484148378456
2019-01-27 13:00:00,10.0,3,0,4.82,2.09,7.025129461538459,172.37082553272157,229.94639517728734
2019-01-27 14:00:00,10.0,3,0,4.82,2.09,7.214229512820514,365.27177859714106,432.3418059055855
2019-01-27 15:00:00,10.0,3,0,4.82,2.09,7.133589743589742,323.99740037766736,334.06537969319197
2019-01-27 16:00:00,0.0,3,0,4.82,2.09,5.554230756410253,284.0630395713294,366.3195560061852
2019-01-27 17:00:00,10.0,3,0,4.82,2.09,7.786860256410253,108.9710825835983,75.90767723753062
2019-01-28 08:00:00,10.0,1,0,4.82,3.42,5.949807653846152,48.69024471223526,47.529287709412145
2019-01-28 09:00:00,0.0,1,0,4.82,3.42,11.048076935897436,120.61359583980877,117.75341685543958
2019-01-28 10:00:00,10.0,1,0,4.82,3.42,20.65320498717949,93.3736044958124,83.20964964418059
2019-01-28 11:00:00,0.0013489723205566404,1,0,4.82,3.42,27.247948717948717,241.20695069270676,265.85721773662783
2019-01-28 12:00:00,0.0,1,0,4.82,3.42,28.968846038461532,97.69202573341049,219.9052823075304
2019-01-28 13:00:00,9.94577407836914,1,0,4.82,3.42,26.78608985897436,209.7334000113541,168.43766830238388
2019-01-28 14:00:00,10.0,1,0,4.82,3.42,26.64153858974359,340.9076313065903,376.6533601339156
2019-01-28 15:00:00,0.0,1,0,4.82,3.42,27.686538461538454,329.81308071678797,377.84282258382007
2019-01-28 16:00:00,0.0,1,0,4.82,3.42,29.074935897435893,263.53043228754683,298.99408480795466
2019-01-28 17:00:00,10.0,1,0,4.82,3.42,30.39,115.67695956201729,46.278756149864705
2019-01-29 08:00:00,9.999551773071287,5,0,4.82,3.42,9.958076923076923,56.2604261873766,49.6361399525717
2019-01-29 09:00:00,0.0,5,0,4.82,3.42,14.314487166666664,144.67746047117868,124.1639425498315
2019-01-29 10:00:00,10.0,5,0,4.82,3.42,32.51307691025641,113.52788592917985,95.38100582459057
2019-01-29 11:00:00,0.006430149078369141,5,0,4.82,3.42,30.210126666666664,240.8724857442102,260.34344316056024
2019-01-29 12:00:00,1.8596649169921875e-05,5,0,4.82,3.42,33.25846307692308,137.16414107979034,200.23236557843398
2019-01-29 13:00:00,4.291534423828125e-06,5,0,4.82,3.42,28.521539615384626,212.24444499843491,320.90971251273675
2019-01-29 14:00:00,10.0,5,0,4.82,3.42,28.508714230769233,394.5624694505105,392.9198716831449
2019-01-29 15:00:00,0.0,5,0,4.82,3.42,34.019105,364.70952256116806,400.0147555503428
2019-01-29 16:00:00,0.0,5,0,4.82,3.42,32.231666794871806,332.95786089066286,296.7153528306946
2019-01-29 17:00:00,9.993383407592773,5,0,4.82,3.42,32.26346153846155,133.42202688628862,63.4323492501405
2019-01-30 08:00:00,9.989235877990724,6,0,4.82,3.42,10.682692269358972,8.609741351764535,65.28057167602489
2019-01-30 09:00:00,0.0,6,0,4.82,3.42,13.772820499999998,52.042492927480595,191.14568231994357
2019-01-30 10:00:00,10.0,6,0,4.82,3.42,23.574230782051288,24.731448891215297,143.26572086754337
2019-01-30 11:00:00,0.0009660720825195312,6,0,4.82,3.42,28.29641039743591,106.7507751374984,373.26729630645514
2019-01-30 12:00:00,7.423941612243652,6,0,4.82,3.42,27.88987164102565,111.9488365445598,163.17694666481108
2019-01-30 13:00:00,10.0,6,0,4.82,3.42,30.10294885897436,85.13827140753118,257.6398307497545
2019-01-30 14:00:00,10.0,6,0,4.82,3.42,28.945896025641037,195.29668034592584,479.6915826548758
2019-01-30 15:00:00,4.76837158203125e-07,6,0,4.82,3.42,30.78487307692308,187.74032227471744,476.7202081177933
2019-01-30 16:00:00,0.0,6,0,4.82,3.42,28.57807692307692,147.46640268486289,374.2612145514325
2019-01-30 17:00:00,10.0,6,0,4.82,3.42,33.72666666666667,46.264704444083264,79.98394047275055
2019-01-31 08:00:00,10.0,4,0,4.82,3.42,8.531474358974357,63.3189029625461,45.93215853215712
2019-01-31 09:00:00,0.0,4,0,4.82,3.42,11.331923076923074,123.10935256392912,103.80368803270224
2019-01-31 10:00:00,10.0,4,0,4.82,3.42,26.189486910256413,99.73811799133664,96.63935294382955
2019-01-31 11:00:00,0.16814661026000974,4,0,4.82,3.42,29.64820411525641,231.76300483551083,242.15431884501132
2019-01-31 12:00:00,0.0012454986572265625,4,0,4.82,3.42,29.592628205128197,150.60605359694415,199.39086502863526
2019-01-31 13:00:00,10.0,4,0,4.82,3.42,30.13596256410257,250.96884527972526,174.72461480992104
2019-01-31 14:00:00,10.0,4,0,4.82,3.42,30.004745256410256,374.1910561519401,328.1864122861093
2019-01-31 15:00:00,10.0,4,0,4.82,3.42,34.311729487307694,393.9731856559858,279.5139329599224
2019-01-31 16:00:00,0.0,4,0,4.82,3.42,31.939422948717947,271.82361548569594,265.97595096755407
2019-01-31 17:00:00,10.0,4,0,4.82,3.42,30.698589743589743,133.75068342309783,39.69369282732985
2019-02-01 08:00:00,10.0,0,0,4.82,3.42,7.930641000000001,51.02357667070072,57.116949500476224
