,Hour,Point,Energy
0,0,9.884642601013184,95.0
1,1,4.6284284591674805,112.08757940251851
2,2,9.53475570678711,199.19986758002995
3,3,0.5895442962646484,210.08890360221883
4,4,5.819803237915039,177.4217955356521
5,5,6.0345892906188965,253.64504769097454
6,6,0.7022891044616699,365.0
7,7,2.287818193435669,318.9792638241081
8,8,2.6700897216796875,220.9779396244078
9,9,1.7063817977905273,133.8656514468964
10,0,7.514749526977539,95.0
11,1,0.8730034828186035,101.40194623293101
12,2,1.9566237926483154,198.11929793366718
13,3,2.4575467109680176,210.2089668962592
14,4,0.9414172172546387,173.93996000848313
15,5,0.6340222358703613,258.5676427466273
16,6,2.2427690029144287,365.0
17,7,0.9059028625488281,331.10565652217934
18,8,0.22950124740600586,222.2986358588512
19,9,3.6125125885009766,125.58128415811505
20,0,1.128720760345459,95.0
21,1,0.6567893028259277,95.0
22,2,7.029829978942871,193.5267112179986
23,3,0.683349609375,210.71925430911125
24,4,9.242807388305664,159.14162503577327
25,5,2.0480635166168213,279.4894266735619
26,6,0.42447328567504883,365.0
27,7,6.007376194000244,365.0
28,8,5.983678340911865,227.91179740022386
29,9,8.743566513061523,95.0
30,0,2.824108839035034,95.0
31,1,1.9094278812408447,105.2083355394989
32,2,2.0535812377929688,198.50421370624144
33,3,0.024369239807128906,210.16619847708424
34,4,0.08808660507202148,175.18024416455586
35,5,2.316711902618408,256.81413756045555
36,6,7.283668518066406,365.0
37,7,1.3886322975158691,326.7860461855125
38,8,3.8252646923065186,221.82818324792703
39,9,2.978522300720215,128.53230508118455
40,0,1.6808032989501953,95.0
41,1,0.8680753707885742,95.0
42,2,9.71793270111084,195.11838444596944
43,3,2.95534086227417,210.54240172822568
44,4,5.954361438751221,164.270349881457
45,5,3.1966359615325928,272.23847085725043
46,6,6.676238059997559,365.0
47,7,2.640150547027588,364.7825745507876
48,8,1.3836674690246582,225.96641901048181
49,9,7.349703788757324,102.57428075243217
50,0,4.019940376281738,95.0
51,1,0.701932430267334,116.89663797899314
52,2,7.708625316619873,199.6861768742802
53,3,0.47098636627197266,210.0348692361911
54,4,1.9393763542175293,178.98879215045847
55,5,3.5165514945983887,251.4296386838346
56,6,5.383614540100098,365.0
57,7,7.490809440612793,313.52179285529996
58,8,2.2810981273651123,220.383561598102
59,9,0.7042117118835449,137.59402270281495
60,0,3.170973300933838,95.0
61,1,0.79815673828125,103.65730598362094
62,2,9.891555786132812,198.3473680208156
63,3,6.911367893218994,210.18362577546492
64,4,1.6375298500061035,174.67485251151695
65,5,7.828453063964844,257.5286567940623
66,6,7.711347579956055,365.0
67,7,8.920140266418457,328.5462033219583
68,8,0.1505136489868164,222.01988353011433
69,9,3.24239182472229,127.32982149291959
70,0,3.777233839035034,95.0
71,1,3.0998291969299316,95.0
72,2,3.068159580230713,194.39332935601158
73,3,1.734346866607666,210.62296340488757
74,4,9.333516120910645,161.9340612582595
75,5,0.5595602989196777,275.5414996003917
76,6,2.5112459659576416,365.0
77,7,9.009444236755371,365.0
78,8,4.133350372314453,226.85259745376362
79,9,8.022321701049805,97.01552506275539
80,0,9.518117904663086,95.0
81,1,2.042046070098877,109.14002635277078
82,2,4.794124126434326,198.90180041769597
83,3,3.237504482269287,210.12202217581165
84,4,7.23314094543457,176.46135690146463
85,5,5.81577730178833,255.00290920827413
86,6,9.860962867736816,365.0
87,7,3.809952735900879,322.324239756968
88,8,8.764053344726562,221.34224393392722
89,9,2.2729172706604004,131.5804698690021
90,0,4.876643657684326,95.0
91,1,5.611489295959473,95.0
92,2,1.153501272201538,195.97781321070454
