,Hour,Point,Energy
0,0,9.999405860900879,95.0
1,1,1.4551231861114502,123.98479732771271
2,2,9.688297271728516,200.40295703313947
3,3,1.8365678787231445,209.95522699631783
4,4,0.42615270614624023,181.2984171067828
5,5,0.7651033401489258,248.1643068490312
6,6,9.400215148925781,365.0
7,7,6.452540874481201,305.47792662810133
8,8,3.705963373184204,219.50749695949617
9,9,3.5643796920776367,143.0893372540694
10,0,1.8326494693756104,95.0
11,1,3.7504730224609375,115.66822692239553
12,2,7.876206398010254,199.56195553147816
13,3,0.1778249740600586,210.04867160761347
14,4,8.6156644821167,178.58852337920754
15,5,1.743011474609375,251.99553591215493
16,6,8.491043090820312,365.0
17,7,4.6246113777160645,314.91583236896685
18,8,9.844951629638672,220.5353876837489
19,9,6.421865463256836,136.6416590746662
20,0,0.6974005699157715,95.0
21,1,2.925255537033081,115.54068422955412
22,2,3.2073616981506348,199.54905795579765
23,3,9.79629898071289,210.05010467157805
24,4,8.707035064697266,178.54696452423676
25,5,8.548420906066895,252.0542915346998
26,6,9.64210319519043,365.0
27,7,7.6326446533203125,315.06057182938235
28,8,7.265275955200195,220.5511513873585
29,9,0.4762687683105469,136.542777661115
30,0,1.9666006565093994,95.0
31,1,1.8329963684082031,116.02543436094639
32,2,5.984450340270996,199.5980776320058
33,3,9.140195846557617,210.04465804088824
34,4,9.611282348632812,178.70491681424096
35,5,6.194993019104004,251.83097967641794
36,6,6.593155860900879,365.0
37,7,3.0816879272460938,314.51046212971255
38,8,7.868156433105469,220.4912384497707
39,9,8.351724624633789,136.91859517871123
40,0,1.1238689422607422,95.0
41,1,5.699545383453369,123.42506206112344
42,2,4.083022117614746,200.3463545904507
43,3,9.12800407409668,209.96151615661663
44,4,6.212182521820068,181.1160314581189
45,5,9.700591087341309,248.42216242128026
46,6,9.713573455810547,365.0
47,7,4.003219127655029,306.11313181827563
48,8,8.772032737731934,219.5766777227825
49,9,5.315404415130615,142.65538519345526
50,0,9.685750007629395,95.0
51,1,7.380006313323975,115.53649533351778
52,2,4.648260116577148,199.5486343595692
