Time Around Treatment,Treatment Number,Date,Day of Week,Hour,WorkGroup,Desk,TotalEnergy,Desk_Indicator,NetEnergy,Name,Deviation,Treatment0,Treatment1,Treatment2,Weekend_Indicator,Treatment_Indicator,cTAT,TreatmentArray,LoginCount,DurationCount
1,3,2018-08-19,Sunday,2.0,WORKGROUP-04,DESK-1,0.14,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,3.0,WORKGROUP-04,DESK-1,0.14,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,4.0,WORKGROUP-04,DESK-1,0.14,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,5.0,WORKGROUP-04,DESK-1,0.14,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,6.0,WORKGROUP-04,DESK-1,0.18,41,0.03999999999999998,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,7.0,WORKGROUP-04,DESK-1,0.18,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,8.0,WORKGROUP-04,DESK-1,0.18,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,9.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,10.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,11.0,WORKGROUP-04,DESK-1,0.05,41,0.05,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,12.0,WORKGROUP-04,DESK-1,0.05,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,13.0,WORKGROUP-04,DESK-1,0.05,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,14.0,WORKGROUP-04,DESK-1,0.05,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,15.0,WORKGROUP-04,DESK-1,0.05,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,16.0,WORKGROUP-04,DESK-1,0.05,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,17.0,WORKGROUP-04,DESK-1,0.05,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,18.0,WORKGROUP-04,DESK-1,0.36,41,0.31,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,19.0,WORKGROUP-04,DESK-1,11.69,41,11.33,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,20.0,WORKGROUP-04,DESK-1,12.34,41,0.6500000000000004,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,21.0,WORKGROUP-04,DESK-1,12.63,41,0.2900000000000009,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,22.0,WORKGROUP-04,DESK-1,26.28,41,13.65,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,3,2018-08-19,Sunday,23.0,WORKGROUP-04,DESK-1,33.17,41,6.890000000000001,Ajeet,72.295,A,A,A,1,0,-3,A,,
2,3,2018-08-20,Monday,0.0,WORKGROUP-04,DESK-1,57.39,41,24.22,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,1.0,WORKGROUP-04,DESK-1,78.92000999999999,41,21.53000999999999,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,2.0,WORKGROUP-04,DESK-1,101.4,41,22.479990000000015,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,3.0,WORKGROUP-04,DESK-1,115.51,41,14.11,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,4.0,WORKGROUP-04,DESK-1,115.81,41,0.29999999999999716,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,5.0,WORKGROUP-04,DESK-1,115.81,41,0.0,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,6.0,WORKGROUP-04,DESK-1,115.81,41,0.0,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,7.0,WORKGROUP-04,DESK-1,115.81,41,0.0,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,8.0,WORKGROUP-04,DESK-1,116.05,41,0.23999999999999488,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,9.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,10.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,11.0,WORKGROUP-04,DESK-1,0.54,41,0.54,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,12.0,WORKGROUP-04,DESK-1,0.58,41,0.039999999999999925,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,13.0,WORKGROUP-04,DESK-1,0.58,41,0.0,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,14.0,WORKGROUP-04,DESK-1,0.65,41,0.07000000000000006,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,15.0,WORKGROUP-04,DESK-1,0.65,41,0.0,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,16.0,WORKGROUP-04,DESK-1,0.65,41,0.0,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,17.0,WORKGROUP-04,DESK-1,0.65,41,0.0,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,18.0,WORKGROUP-04,DESK-1,2.96,41,2.31,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,19.0,WORKGROUP-04,DESK-1,28.22,41,25.259999999999998,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,20.0,WORKGROUP-04,DESK-1,42.88,41,14.660000000000004,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,21.0,WORKGROUP-04,DESK-1,58.72,41,15.839999999999996,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,22.0,WORKGROUP-04,DESK-1,73.07001,41,14.350009999999997,Ajeet,72.295,A,A,A,0,0,-2,A,,
2,3,2018-08-20,Monday,23.0,WORKGROUP-04,DESK-1,84.96,41,11.889989999999997,Ajeet,72.295,A,A,A,0,0,-2,A,,
3,3,2018-08-21,Tuesday,0.0,WORKGROUP-04,DESK-1,100.55,41,15.590000000000003,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,1.0,WORKGROUP-04,DESK-1,104.69,41,4.140000000000001,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,2.0,WORKGROUP-04,DESK-1,122.22,41,17.53,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,3.0,WORKGROUP-04,DESK-1,139.44,41,17.22,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,4.0,WORKGROUP-04,DESK-1,139.44,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,5.0,WORKGROUP-04,DESK-1,139.44,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,6.0,WORKGROUP-04,DESK-1,139.68,41,0.2400000000000091,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,7.0,WORKGROUP-04,DESK-1,139.68,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,8.0,WORKGROUP-04,DESK-1,139.68,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,9.0,WORKGROUP-04,DESK-1,0.67,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,10.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,11.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,12.0,WORKGROUP-04,DESK-1,0.3,41,0.3,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,13.0,WORKGROUP-04,DESK-1,0.3,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,14.0,WORKGROUP-04,DESK-1,0.3,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,15.0,WORKGROUP-04,DESK-1,0.3,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,16.0,WORKGROUP-04,DESK-1,0.3,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,17.0,WORKGROUP-04,DESK-1,0.37,41,0.07,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,18.0,WORKGROUP-04,DESK-1,0.37,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,19.0,WORKGROUP-04,DESK-1,0.37,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,20.0,WORKGROUP-04,DESK-1,0.37,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,21.0,WORKGROUP-04,DESK-1,0.37,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,22.0,WORKGROUP-04,DESK-1,0.37,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
3,3,2018-08-21,Tuesday,23.0,WORKGROUP-04,DESK-1,0.37,41,0.0,Ajeet,72.295,A,A,A,0,0,-1,A,,
4,3,2018-08-22,Wednesday,0.0,WORKGROUP-04,DESK-1,0.37,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,1.0,WORKGROUP-04,DESK-1,0.67,41,0.30000000000000004,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,2.0,WORKGROUP-04,DESK-1,0.67,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,3.0,WORKGROUP-04,DESK-1,0.67,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,4.0,WORKGROUP-04,DESK-1,0.67,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,5.0,WORKGROUP-04,DESK-1,0.71,41,0.039999999999999925,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,6.0,WORKGROUP-04,DESK-1,0.71,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,7.0,WORKGROUP-04,DESK-1,0.71,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,8.0,WORKGROUP-04,DESK-1,0.71,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,9.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,10.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,11.0,WORKGROUP-04,DESK-1,0.07,41,0.07,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,12.0,WORKGROUP-04,DESK-1,0.07,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,13.0,WORKGROUP-04,DESK-1,0.07,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,14.0,WORKGROUP-04,DESK-1,0.07,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,15.0,WORKGROUP-04,DESK-1,0.11,41,0.039999999999999994,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,16.0,WORKGROUP-04,DESK-1,0.11,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,17.0,WORKGROUP-04,DESK-1,0.11,41,0.0,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,18.0,WORKGROUP-04,DESK-1,13.76,41,13.65,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,19.0,WORKGROUP-04,DESK-1,44.57,41,30.810000000000002,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,20.0,WORKGROUP-04,DESK-1,44.86,41,0.28999999999999915,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,21.0,WORKGROUP-04,DESK-1,45.15,41,0.28999999999999915,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,22.0,WORKGROUP-04,DESK-1,45.44,41,0.28999999999999915,Ajeet,72.295,A,A,A,0,1,0,A,,
4,3,2018-08-22,Wednesday,23.0,WORKGROUP-04,DESK-1,101.39,41,55.95,Ajeet,72.295,A,A,A,0,1,0,A,,
5,3,2018-08-23,Thursday,0.0,WORKGROUP-04,DESK-1,139.36,41,37.97000000000001,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,1.0,WORKGROUP-04,DESK-1,147.17,41,7.809999999999974,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,2.0,WORKGROUP-04,DESK-1,159.27,41,12.100000000000023,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,3.0,WORKGROUP-04,DESK-1,175.42,41,16.149999999999977,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,4.0,WORKGROUP-04,DESK-1,176.17,41,0.75,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,5.0,WORKGROUP-04,DESK-1,176.17,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,6.0,WORKGROUP-04,DESK-1,176.17,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,7.0,WORKGROUP-04,DESK-1,176.17,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,8.0,WORKGROUP-04,DESK-1,176.17,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,9.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,10.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,11.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,12.0,WORKGROUP-04,DESK-1,0.04,41,0.04,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,13.0,WORKGROUP-04,DESK-1,0.04,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,14.0,WORKGROUP-04,DESK-1,0.04,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,15.0,WORKGROUP-04,DESK-1,0.34,41,0.30000000000000004,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,16.0,WORKGROUP-04,DESK-1,0.34,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,17.0,WORKGROUP-04,DESK-1,0.34,41,0.0,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,18.0,WORKGROUP-04,DESK-1,13.31,41,12.97,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,19.0,WORKGROUP-04,DESK-1,40.79,41,27.479999999999997,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,20.0,WORKGROUP-04,DESK-1,57.13,41,16.340000000000003,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,21.0,WORKGROUP-04,DESK-1,79.08,41,21.949999999999996,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,22.0,WORKGROUP-04,DESK-1,89.09,41,10.010000000000005,Ajeet,72.295,A,A,A,0,1,1,A,,
5,3,2018-08-23,Thursday,23.0,WORKGROUP-04,DESK-1,105.82,41,16.72999999999999,Ajeet,72.295,A,A,A,0,1,1,A,,
6,3,2018-08-24,Friday,0.0,WORKGROUP-04,DESK-1,108.06,41,2.240000000000009,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,1.0,WORKGROUP-04,DESK-1,107.4737,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,2.0,WORKGROUP-04,DESK-1,106.8874,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,3.0,WORKGROUP-04,DESK-1,106.3012,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,4.0,WORKGROUP-04,DESK-1,105.7149,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,5.0,WORKGROUP-04,DESK-1,105.1286,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,6.0,WORKGROUP-04,DESK-1,104.5423,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,7.0,WORKGROUP-04,DESK-1,103.956,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,8.0,WORKGROUP-04,DESK-1,103.3698,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,9.0,WORKGROUP-04,DESK-1,102.7835,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,10.0,WORKGROUP-04,DESK-1,102.1972,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,11.0,WORKGROUP-04,DESK-1,101.6109,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,12.0,WORKGROUP-04,DESK-1,101.0246,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,13.0,WORKGROUP-04,DESK-1,100.4384,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,14.0,WORKGROUP-04,DESK-1,99.85207,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,15.0,WORKGROUP-04,DESK-1,99.26579,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,16.0,WORKGROUP-04,DESK-1,98.67951,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,17.0,WORKGROUP-04,DESK-1,98.09322,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,18.0,WORKGROUP-04,DESK-1,97.50694,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,19.0,WORKGROUP-04,DESK-1,96.92066,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,20.0,WORKGROUP-04,DESK-1,96.33438000000001,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,21.0,WORKGROUP-04,DESK-1,95.7481,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,22.0,WORKGROUP-04,DESK-1,95.16181999999999,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
6,3,2018-08-24,Friday,23.0,WORKGROUP-04,DESK-1,94.57554,41,0.0,Ajeet,72.295,A,A,A,0,1,2,A,,
7,3,2018-08-25,Saturday,0.0,WORKGROUP-04,DESK-1,93.98926,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,1.0,WORKGROUP-04,DESK-1,93.40298,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,2.0,WORKGROUP-04,DESK-1,92.8167,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,3.0,WORKGROUP-04,DESK-1,92.23042,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,4.0,WORKGROUP-04,DESK-1,91.64413,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,5.0,WORKGROUP-04,DESK-1,91.05785,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,6.0,WORKGROUP-04,DESK-1,90.47157,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,7.0,WORKGROUP-04,DESK-1,89.88529,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,8.0,WORKGROUP-04,DESK-1,89.29901,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,9.0,WORKGROUP-04,DESK-1,88.71273000000001,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,10.0,WORKGROUP-04,DESK-1,88.12645,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,11.0,WORKGROUP-04,DESK-1,87.54016999999999,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,12.0,WORKGROUP-04,DESK-1,86.95389,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,13.0,WORKGROUP-04,DESK-1,86.36761,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,14.0,WORKGROUP-04,DESK-1,85.78133000000001,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,15.0,WORKGROUP-04,DESK-1,85.19505,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,16.0,WORKGROUP-04,DESK-1,84.60876,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,17.0,WORKGROUP-04,DESK-1,84.02248,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,18.0,WORKGROUP-04,DESK-1,83.4362,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,19.0,WORKGROUP-04,DESK-1,82.84992,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,20.0,WORKGROUP-04,DESK-1,82.26364000000001,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,21.0,WORKGROUP-04,DESK-1,81.67736,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,22.0,WORKGROUP-04,DESK-1,81.09108,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
7,3,2018-08-25,Saturday,23.0,WORKGROUP-04,DESK-1,80.5048,41,0.0,Ajeet,72.295,A,A,A,1,1,3,A,,
1,4,2018-09-09,Sunday,0.0,WORKGROUP-04,DESK-1,0.42,41,,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,1.0,WORKGROUP-04,DESK-1,0.42,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,2.0,WORKGROUP-04,DESK-1,0.42,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,3.0,WORKGROUP-04,DESK-1,0.42,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,4.0,WORKGROUP-04,DESK-1,0.42,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,5.0,WORKGROUP-04,DESK-1,0.42,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,6.0,WORKGROUP-04,DESK-1,0.42,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,7.0,WORKGROUP-04,DESK-1,0.42,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,8.0,WORKGROUP-04,DESK-1,0.49,41,0.07,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,9.0,WORKGROUP-04,DESK-1,0.37,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,10.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,11.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,12.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,13.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,14.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,15.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,16.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,17.0,WORKGROUP-04,DESK-1,0.0,41,0.0,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,18.0,WORKGROUP-04,DESK-1,36.65,41,36.65,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,19.0,WORKGROUP-04,DESK-1,53.26,41,16.61,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,20.0,WORKGROUP-04,DESK-1,65.71,41,12.449999999999996,Ajeet,72.295,A,A,A,1,0,-3,A,,
1,4,2018-09-09,Sunday,21.0,WORKGROUP-04,DESK-1,78.25,41,12.540000000000006,Ajeet,72.295,A,A,A,1,0,-3,A,,
