date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-10-19 00:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,28,28,26,5,41,85,0.0,1012,25,10,120,3,singapore
2018-10-19 01:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,28,28,25,5,40,86,0.0,1012,25,10,141,3,singapore
2018-10-19 02:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,28,28,25,5,39,86,0.0,1011,25,10,163,3,singapore
2018-10-19 03:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,28,28,25,6,38,87,0.0,1011,24,10,185,4,singapore
2018-10-19 04:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,28,28,26,6,35,85,0.0,1011,25,10,209,4,singapore
2018-10-19 05:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,29,29,26,7,32,83,0.0,1011,25,10,234,5,singapore
2018-10-19 06:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,30,30,27,7,29,82,0.0,1012,26,10,258,6,singapore
2018-10-19 07:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,31,31,28,8,27,75,0.0,1012,27,10,250,7,singapore
2018-10-19 08:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,33,33,29,10,25,68,0.0,1012,29,10,243,8,singapore
2018-10-19 09:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,35,35,31,11,23,61,0.0,1012,30,10,235,10,singapore
2018-10-19 10:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,22,35,35,31,12,22,60,0.0,1011,31,10,235,11,singapore
2018-10-19 11:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,22,36,36,32,13,22,58,0.0,1011,31,10,234,12,singapore
2018-10-19 12:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,22,36,36,32,15,21,56,0.0,1010,32,10,234,13,singapore
2018-10-19 13:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,22,36,36,32,13,22,56,0.0,1010,32,10,231,11,singapore
2018-10-19 14:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,22,36,36,32,11,22,57,0.0,1009,31,10,228,10,singapore
2018-10-19 15:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,22,36,36,32,10,23,57,0.0,1009,31,10,225,9,singapore
2018-10-19 16:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,22,34,34,30,9,22,62,0.0,1009,30,10,236,7,singapore
2018-10-19 17:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,33,33,29,9,22,67,0.0,1010,29,10,246,6,singapore
2018-10-19 18:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,31,31,28,8,21,73,0.0,1011,28,10,256,5,singapore
2018-10-19 19:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,31,31,28,6,24,74,0.0,1011,27,10,244,4,singapore
2018-10-19 20:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,31,31,28,5,26,75,0.0,1012,27,10,231,3,singapore
2018-10-19 21:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,30,30,27,3,29,76,0.0,1012,27,10,218,2,singapore
2018-10-19 22:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,30,30,27,4,29,76,0.0,1012,27,10,234,3,singapore
2018-10-19 23:00:00,32,24,0.0,11.6,7,66,03:01 PM,02:34 AM,06:47 AM,06:52 PM,23,30,30,27,5,30,76,0.0,1012,26,10,250,3,singapore
