,Hour,Point,Energy
0,0,0.43764352798461914,95.0
1,1,9.383989334106445,119.30608030078393
2,2,3.320903778076172,199.92982834502305
3,3,7.140616416931152,210.00779685055298
4,4,9.65699577331543,179.7738913339633
5,5,9.866353988647461,250.31967087267253
6,6,9.94124984741211,365.0
7,7,6.861451148986816,310.78748190585196
8,8,8.032201766967773,220.08576535608287
9,9,2.9483044147491455,139.4620173118437
10,0,5.905956268310547,95.0
11,1,9.676307678222656,123.41994975136366
12,2,7.500982284545898,200.34583761530646
13,3,8.828729629516602,209.9615735982993
14,4,3.707744598388672,181.11436564932072
15,5,5.901169300079346,248.42451753027075
16,6,3.072694778442383,365.0
17,7,3.724376678466797,306.1189334282278
18,8,9.875786781311035,219.57730958129216
19,9,9.685348510742188,142.6514217173494
20,0,3.0418033599853516,95.0
21,1,6.413465976715088,123.41521882804071
22,2,9.734230041503906,200.34535920732992
23,3,3.449514865875244,209.96162675474105
24,4,0.1782817840576172,181.11282411250767
25,5,9.958028793334961,248.4266969443857
26,6,6.079423427581787,365.0
27,7,9.207439422607422,306.1243022288526
28,8,7.659558296203613,219.5778943021523
29,9,9.313957214355469,142.64775392286302
30,0,9.805971145629883,95.0
31,1,8.592458724975586,123.84236020406092
32,2,9.772073745727539,200.3885532790623
33,3,6.338736534118652,209.95682741343745
34,4,9.353185653686523,181.25200501031193
35,5,0.11421775817871094,248.22992395093817
36,6,1.7894115447998047,365.0
37,7,4.336250305175781,305.63956875718924
38,8,1.7370269298553467,219.52510154781268
39,9,9.392027854919434,142.9789084728113
40,0,5.687455654144287,95.0
41,1,1.412667989730835,116.25328787174169
42,2,1.6569688320159912,199.621118998266
43,3,2.580451488494873,210.04209788908156
44,4,1.4367640018463135,178.77916121663495
45,5,9.563091278076172,251.72601345234375
46,6,1.5124824047088623,365.0
47,7,4.316560745239258,314.251886797237
48,8,0.17988109588623047,220.46307677989714
49,9,6.6800150871276855,137.09524565337279
50,0,9.834564208984375,95.0
51,1,9.900222778320312,117.10913641768003
52,2,5.030055046081543,199.70766548043957
53,3,4.800335884094238,210.03248161328452
54,4,0.2703518867492676,179.05803321474968
55,5,0.20276832580566406,251.33174614466427
56,6,9.02984619140625,365.0
57,7,0.5917267799377441,313.2806429417339
58,8,0.1488332748413086,220.35729774612946
59,9,6.771610260009766,137.75876868336994
60,0,0.34947633743286133,95.0
61,1,5.215002059936523,116.82116443913267
62,2,4.953634262084961,199.678544718564
63,3,6.1284379959106445,210.03571725349295
64,4,0.2305011749267578,178.9641996487062
65,5,1.459357738494873,251.4644073932086
66,6,3.6491317749023438,365.0
67,7,0.8411407470703125,313.6074426027821
68,8,0.05777788162231445,220.39288978842185
69,9,0.25620126724243164,137.53550950899054
70,0,0.26491546630859375,95.0
71,1,0.05870342254638672,115.71041993100974
72,2,0.8015174865722656,199.56622224021447
73,3,1.2424559593200684,210.04819752886505
74,4,1.5918824672698975,178.60227166291327
75,5,6.484433650970459,251.97609868346737
76,6,0.5854969024658203,365.0
77,7,7.829685211181641,314.8679504153709
78,8,0.3313312530517578,220.53017281751565
79,9,0.41082096099853516,136.67437050831094
80,0,2.9611358642578125,95.0
81,1,1.8706223964691162,116.41190380996986
82,2,3.223895788192749,199.6371588122442
83,3,0.24145174026489258,210.04031568752842
84,4,0.5350985527038574,178.83084506167555
85,5,0.3328413963317871,251.6529431886656
86,6,2.5332276821136475,365.0
87,7,9.617456436157227,314.0718844403713
88,8,0.7393937110900879,220.44347256281273
89,9,8.30050277709961,137.21821756053842
90,0,1.4541079998016357,95.0
91,1,6.743881702423096,122.81741624391246
92,2,5.03460168838501,200.2849072606203
93,3,9.62917423248291,209.9683436377088
94,4,7.351372718811035,180.91803450644332
95,5,1.415116310119629,248.70208914606272
96,6,3.1000711917877197,365.0
97,7,8.14297866821289,306.8027074085937
98,8,2.5216002464294434,219.65178001479723
99,9,5.7605671882629395,142.18428899808941
100,0,0.016078948974609375,95.0
101,1,0.5939083099365234,120.65266621303431
102,2,1.7658095359802246,200.0659999541271
103,3,0.7010502815246582,209.99266667176363
104,4,0.4055304527282715,180.2126665188539
105,5,1.5393803119659424,249.6993335423101
106,6,0.8815655708312988,365.0
107,7,0.47243738174438477,309.25933384812964
108,8,0.1691122055053711,219.91933338940024
109,9,3.049344062805176,140.5059996483075
110,0,2.666740655899048,95.0
111,1,2.255218505859375,123.77091243002567
112,2,0.955439567565918,200.38132822326105
113,3,1.3963003158569336,209.95763019741545
114,4,0.3230595588684082,181.22872427495216
